song_id,title,album,is_outtake
630,Dark and Bloody Ground,Cover,0
631,Diddy Wah Diddy,Cover,0
632,American Babylon,Cover,0
633,Pumping Iron,Cover,0
634,"Shake, Rattle and Roll",Cover,0
635,Bo Diddley,Cover,0
636,I Don't Want No More of Army Life,Cover,0
637,Angel Eyes,Cover,0
638,Highway 29,Cover,0
639,Sell It and They Will Come,Cover,0
640,Homestead,Cover,0
641,In Michigan,Cover,0
642,Freehold,Cover,0
643,'O sole mio,Cover,0
644,Diamonds by the Yard,Cover,0
645,The Times They Are A-Changin',Cover,0
646,Run Rudolph Run,Cover,0
647,This Time It's for Real,Cover,0
648,Bad Medicine,Cover,0
649,Until the Good Is Gone,Cover,0
650,Broke Down Piece of Man,Cover,0
651,Hard Times Come Easy,Cover,0
652,Loves Glory,Cover,0
653,This Time Baby's Gone for Good,Cover,0
654,You Give Love a Bad Name,Cover,0
655,All I Needed Was You,Cover,0
656,Blood on Blood,Cover,0
657,Wanted Dead or Alive,Cover,0
658,Forever,Cover,0
659,Livin' on a Prayer,Cover,0
660,Keep the Faith,Cover,0
661,Treat Her Right,Cover,0
662,We Wear This Mask,Cover,0
663,Talking to the King,Cover,0
664,Chain Smokin',Cover,0
665,Idiot's Delight,Cover,0
666,Brown Eyed Girl,Cover,0
667,Rebel Music (3 O'Clock Roadblock),Cover,0
668,"Oh, What a Beautiful Mornin'",Cover,0
669,Chicken Shack Boogie,Cover,0
670,BBC Blues,Cover,0
671,Back in Your Arms,Cover,0
672,Soul Man,Cover,0
673,Another Thin Line,Cover,0
674,Brand New Cadillac,Cover,0
675,Everything's Going to Work Out Right,Cover,0
676,Keep A-Knockin' (But You Can't Come In),Cover,0
677,Jingle Bells,Cover,0
678,Blue Christmas,Cover,0
679,Powerhouse,Cover,0
680,Rose,Cover,0
681,Shine Silently,Cover,0
682,"Christmas (Baby, Please Come Home)",Cover,0
683,Jambalaya (On the Bayou),Cover,0
684,"Hey, Good Lookin'",Cover,0
685,Get Up (I Feel Like Being a) Sex Machine,Cover,0
686,Chain of Fools / Born on the Bayou,Cover,0
687,He's Got the Whole World in His Hands,Cover,0
688,I've Got a Feeling (Everything's Gonna Be Alright),Cover,0
689,Jingle Bell Rock,Cover,0
690,Jam Up,Cover,0
691,Christmas Day,Cover,0
692,Love (Stand Up),Cover,0
693,Spanish Dancer,Cover,0
694,Welcome to the World,Cover,0
695,Here Comes the Sun,Cover,0
696,It Takes Two,Cover,0
697,Tell Him,Cover,0
698,Green River,Cover,0
699,Tell Me Why,Cover,0
700,Domino,Cover,0
701,Wonderful World,Cover,0
702,Lucky Girl,Cover,0
703,Get Out of Denver,Cover,0
704,Tutti Frutti,Cover,0
705,Roll Over Beethoven,Cover,0
706,It's All Over Now,Cover,0
707,Dirty Water,Cover,0
708,I Can't Turn You Loose,Cover,0
709,96 Tears,Cover,0
710,The Twist,Cover,0
711,Peppermint Twist,Cover,0
712,London Calling,Cover,0
713,Soul Deep,Cover,0
714,A Change Is Gonna Come,Cover,0
715,"Sugar, Sugar",Cover,0
716,My Ride's Here,Cover,0
717,Beer Barrel Polka,Cover,0
718,Hail Hail Rock 'n' Roll,Cover,0
719,Hold Out Hold Out,Cover,0
720,Wendy,Cover,0
721,Wild in the Streets,Cover,0
722,R.O.C.K.,Cover,0
723,When Something Is Wrong With My Baby,Cover,0
724,"(What's So Funny 'Bout) Peace, Love and Understanding",Cover,0
725,Fa-Fa-Fa-Fa-Fa (Sad Song),Cover,0
726,Boogaloo Down Broadway,Cover,0
727,Shake,Cover,0
728,Respect,Cover,0
729,Tequila,Cover,0
730,Have a Good Time (But Get Out Alive),Cover,0
731,Centerfield,Cover,0
732,People Have the Power,Cover,0
733,Deja Vu (All Over Again),Cover,0
734,The Star-Spangled Banner,Cover,0
735,All Along the Watchtower,Cover,0
736,Rockin' in the Free World,Cover,0
737,Better Man,Cover,0
738,Son of a Preacher Man,Cover,0
739,Oklahoma Hills,Cover,0
740,Lift Me Up,Cover,0
741,Rumble,Cover,0
742,Millworker,Cover,0
743,Keep Your Hand on the Plow,Cover,0
744,Turn! Turn! Turn! (To Everything There Is a Season),Cover,0
745,When the Saints Go Marching In,Cover,0
746,Long Black Veil,Cover,0
747,The Daring Young Man on the Flying Trapeze,Cover,0
748,Rag Mama Rag,Cover,0
749,Frog Went A-Courting,Cover,0
750,Raindrops Keep Falling on My Head,Cover,0
751,Samson and Delilah,Cover,0
752,Valerie,Cover,0
753,Time Is on My Side,Cover,0
754,Town Called Heartbreak,Cover,0
755,Keep the Car Running,Cover,0
756,California Sun,Cover,0
757,Yankees Win,Cover,0
758,Always a Friend,Cover,0
759,I'll Fly Away,Cover,0
760,Mr. Tambourine Man,Cover,0
761,Boys,Cover,0
762,Mr. Spaceman,Cover,0
763,Baby Grand,Cover,0
764,Movin' Out (Anthony's Song),Cover,0
765,A Matter of Trust,Cover,0
766,Allentown,Cover,0
767,New York State of Mind,Cover,0
768,Hard Times Come Again No More,Cover,0
769,Bad Luck,Cover,0
770,Wild Thing,Cover,0
771,The Seventh Son,Cover,0
772,Well May the World Go,Cover,0
773,Expressway to Your Heart,Cover,0
774,My Generation,Cover,0
775,Good Lovin',Cover,0
776,Mony Mony,Cover,0
777,Like a Rolling Stone,Cover,0
778,The Dark End of the Street,Cover,0
779,Idas sommmarvisa,Cover,0
780,Coma Girl,Cover,0
781,"Muss i denn, muss i denn zum Städtele hinaus",Cover,0
782,Desde santurce a Bilbao,Cover,0
783,El Baile de los Pajaritos,Cover,0
784,(I Can't Get No) Satisfaction,Cover,0
785,Da Doo Ron Ron (When He Walked Me Home),Cover,0
786,Rockin' Robin,Cover,0
787,The Wanderer,Cover,0
788,Like Rain,Cover,0
789,I Can't Stand Up for Falling Down,Cover,0
790,Black Ladder,Cover,0
791,Little Bit o' Soul,Cover,0
792,All Shook Up,Cover,0
793,You May Be Right,Cover,0
794,Only the Good Die Young,Cover,0
795,Green Onions,Cover,0
796,Heaven Help the Lonely,Cover,0
797,Broken Radio,Cover,0
798,Samurai Song,Cover,0
799,Shirt,Cover,0
800,Explanations,Cover,0
801,Antique,Cover,0
802,Jersey Rain,Cover,0
803,The Want Bone,Cover,0
804,Lines,Cover,0
805,Cuts Like a Knife,Cover,0
806,East Carson Street,Cover,0
807,I'm Not Sleeping,Cover,0
808,Down the Road Apiece / Wipe Out,Cover,0
809,Come a Little Bit Closer,Cover,0
810,You're a Friend of Mine,Cover,0
811,Savin' Up,Cover,0
812,I Hung My Head,Cover,0
813,Fields of Gold,Cover,0
814,Can't Stand Losing You,Cover,0
815,Every Breath You Take,Cover,0
816,One Guitar,Cover,0
817,Apollo Medley,Cover,0
818,The Harder They Come,Cover,0
819,The Weight,Cover,0
820,When I Leave Berlin,Cover,0
821,La vie en rose,Cover,0
822,Au clair de la lune,Cover,0
823,Summer Wind,Cover,0
824,Monster Mash,Cover,0
825,My Kind of Town,Cover,0
826,The Boss,Cover,0
827,Manifiesto,Cover,0
828,Sólo le pido a Dios,Cover,0
829,Sociedade alternativa,Cover,0
830,(Free) Nelson Mandela,Cover,0
831,Sun City,Cover,0
832,Highway to Hell,Cover,0
833,Friday on My Mind,Cover,0
834,Don't Change,Cover,0
835,Drinkin' Wine Spo-Dee-O-Dee,Cover,0
836,Spill the Wine,Cover,0
837,Stayin' Alive,Cover,0
838,Royals,Cover,0
839,Jump,Cover,0
840,May I,Cover,0
841,Clampdown,Cover,0
842,Joe Hill,Cover,0
843,John the Revelator,Cover,0
844,Somewhere East of Eden,Cover,0
845,I Still Look Good (For Sixty),Cover,0
846,I Can Hear the Devil Knocking,Cover,0
847,Junior's Bar,Cover,0
848,Rebel Rebel,Cover,0
849,Take It Easy,Cover,0
850,Purple Rain,Cover,0
851,Big Boss Man,Cover,0
852,Joy to the World,Cover,0
853,Don't Hang Up,Cover,0
854,Our Lady of the Well,Cover,0
855,Rockin' Pneumonia and the Boogie Woogie Flu,Cover,0
856,Rhinestone Cowboy,Cover,0
857,Redemption Day,Cover,0
858,Don't Stop Believin',Cover,0
859,Addicted to Romance,Cover,0
860,Who Says You Can't Go Home,Cover,0
861,Small Town,Cover,0
862,Ghostbusters,Cover,0
