Artist,Tour,Date,City,Venue,Song,Position
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Hungry Heart,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Waitin' on a Sunny Day,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,My Hometown,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,The River,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Nightshift,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Last Man Standing,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Backstreets,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Because the Night,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,I'm on Fire,19
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,She's the One,20
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Wrecking Ball,21
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,The Rising,22
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Badlands,23
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Thunder Road,24
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Born in the U.S.A.,25
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Born to Run,26
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Bobby Jean,27
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Dancing in the Dark,28
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Tenth Avenue Freeze-Out,29
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Twist and Shout,30
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,Rockin' All Over the World,31
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/20/2024,Barcelona,Estadi Olímpic Lluís Companys,I'll See You in My Dreams,32
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,My Love Will Not Let You Down,1
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Lonesome Day,2
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Ghosts,3
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Darlington County,4
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Working on the Highway,5
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Radio Nowhere,6
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Atlantic City,7
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Reason to Believe,8
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,The Promised Land,9
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Spirit in the Night,10
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Waitin' on a Sunny Day,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,The River,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Racing in the Street,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Nightshift,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Last Man Standing,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Backstreets,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Because the Night,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,She's the One,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Wrecking Ball,19
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,The Rising,20
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Badlands,21
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Thunder Road,22
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Born in the U.S.A.,23
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Born to Run,24
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Bobby Jean,25
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Dancing in the Dark,26
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Tenth Avenue Freeze-Out,27
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Twist and Shout,28
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,Glory Days,29
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/22/2024,Barcelona,Estadi Olímpic Lluís Companys,I'll See You in My Dreams,30
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Lonesome Day,1
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,My Love Will Not Let You Down,2
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Cover Me,3
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,No Surrender,4
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Letter to You,5
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Ghosts,6
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Prove It All Night,7
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Cadillac Ranch,8
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Sherry Darling,9
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Working on the Highway,10
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,The Promised Land,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Hungry Heart,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,My Hometown,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,The River,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Nightshift,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Last Man Standing,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Backstreets,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Because the Night,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,She's the One,19
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Wrecking Ball,20
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,The Rising,21
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Badlands,22
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Thunder Road,23
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Born in the U.S.A.,24
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Born to Run,25
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Bobby Jean,26
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Dancing in the Dark,27
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Tenth Avenue Freeze-Out,28
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,Twist and Shout,29
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/27/2024,Nijmegen,Goffertpark,I'll See You in My Dreams,30
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Prove It All Night,1
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,My Love Will Not Let You Down,2
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Candy's Room,3
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Seeds,4
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Death to My Hometown,5
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Ghosts,6
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Letter to You,7
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,The Promised Land,8
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Waitin' on a Sunny Day,9
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Hungry Heart,10
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Light of Day,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,If I Was the Priest,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Downbound Train,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Nightshift,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Last Man Standing,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Backstreets,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Because the Night,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,She's the One,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Wrecking Ball,19
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,The Rising,20
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Badlands,21
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Thunder Road,22
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Seven Nights to Rock,23
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Born in the U.S.A.,24
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Born to Run,25
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Glory Days,26
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Dancing in the Dark,27
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Tenth Avenue Freeze-Out,28
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,Twist and Shout,29
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,6/29/2024,Nijmegen,Goffertpark,I'll See You in My Dreams,30
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Lonesome Day,1
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Prove It All Night,2
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,My Love Will Not Let You Down,3
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,No Surrender,4
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Ghosts,5
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Darkness on the Edge of Town,6
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Reason to Believe,7
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,The Promised Land,8
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Spirit in the Night,9
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Darlington County,10
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Working on the Highway,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,My Hometown,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,The River,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Nightshift,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Last Man Standing,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Backstreets,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Because the Night,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,She's the One,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Wrecking Ball,19
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,The Rising,20
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Badlands,21
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Thunder Road,22
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Born in the U.S.A.,23
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Born to Run,24
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Bobby Jean,25
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Dancing in the Dark,26
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Tenth Avenue Freeze-Out,27
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,Twist and Shout,28
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/2/2024,Werchter,Festivalpark,I'll See You in My Dreams,29
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Lonesome Day,1
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Candy's Room,2
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Adam Raised a Cain,3
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,My Love Will Not Let You Down,4
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Prove It All Night,5
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,The E Street Shuffle,6
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Into the Fire,7
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,The Promised Land,8
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Janey Needs a Shooter,9
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Darlington County,10
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Working on the Highway,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Spirit in the Night,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,My Hometown,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,The River,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Nightshift,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Last Man Standing,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Backstreets,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Because the Night,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,She's the One,19
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Wrecking Ball,20
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,The Rising,21
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Badlands,22
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Thunder Road,23
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Born in the U.S.A.,24
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Born to Run,25
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Bobby Jean,26
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Dancing in the Dark,27
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Tenth Avenue Freeze-Out,28
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,Twist and Shout,29
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/5/2024,Hanover,Heinz von Heiden Arena,I'll See You in My Dreams,30
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Lonesome Day,1
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,No Surrender,2
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,My Love Will Not Let You Down,4
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,The E Street Shuffle,5
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Reason to Believe,6
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,The Promised Land,7
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Hungry Heart,8
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Spirit in the Night,9
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Trapped,10
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Working on the Highway,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Darlington County,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,My Hometown,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,The River,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Nightshift,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Last Man Standing,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Backstreets,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Because the Night,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,She's the One,19
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Wrecking Ball,20
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,The Rising,21
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Badlands,22
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Thunder Road,23
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Born in the U.S.A.,24
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Born to Run,25
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Bobby Jean,26
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Dancing in the Dark,27
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Tenth Avenue Freeze-Out,28
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,Twist and Shout,29
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/9/2024,Odense,Dyrskuepladsen,I'll See You in My Dreams,30
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Lonesome Day,1
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,My Love Will Not Let You Down,2
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Prove It All Night,3
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Two Hearts,4
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Ghosts,5
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Letter to You,6
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,The Promised Land,7
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Hungry Heart,8
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Reason to Believe,9
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Youngstown,10
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Long Walk Home,11
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Working on the Highway,12
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Darlington County,13
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,The E Street Shuffle,14
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Nightshift,15
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,My Hometown,16
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,The River,17
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Last Man Standing,18
Bruce Springsteen,Springsteen & E Street Band 2024 World Tour,7/12/2024,Helsinki,Olympiastadion,Backstreets,19
