Artist,Tour,Date,City,Venue,Song,Position
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/5/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/6/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/7/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/8/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/9/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,2018,6/10/2018,New York,Radio City Music Hall,My Hometown,1
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/13/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/14/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/15/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Long Walk Home,11
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/16/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,2018,6/18/2018,Asbury Park,Asbury Lanes,Rockin' Pneumonia and the Boogie Woogie Flu,1
Bruce Springsteen,2018,6/18/2018,Asbury Park,Asbury Lanes,I Just Want to Make Love to You,2
Bruce Springsteen,2018,6/18/2018,Asbury Park,Asbury Lanes,Down the Road Apiece,3
Bruce Springsteen,2018,6/18/2018,Asbury Park,Asbury Lanes,Twist and Shout,4
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/19/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/20/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/21/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/22/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/23/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/27/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/28/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,The Promised Land,6
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Born in the U.S.A.,7
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Tenth Avenue Freeze-Out,8
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Tougher Than the Rest,9
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Brilliant Disguise,10
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,The Ghost of Tom Joad,11
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,The Rising,12
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Dancing in the Dark,13
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Land of Hope and Dreams,14
Bruce Springsteen,Springsteen On Broadway,6/29/2018,New York,Walter Kerr Theatre,Born to Run,15
Bruce Springsteen,Springsteen On Broadway,6/30/2018,New York,Walter Kerr Theatre,Growin' Up,1
Bruce Springsteen,Springsteen On Broadway,6/30/2018,New York,Walter Kerr Theatre,My Hometown,2
Bruce Springsteen,Springsteen On Broadway,6/30/2018,New York,Walter Kerr Theatre,My Father's House,3
Bruce Springsteen,Springsteen On Broadway,6/30/2018,New York,Walter Kerr Theatre,The Wish,4
Bruce Springsteen,Springsteen On Broadway,6/30/2018,New York,Walter Kerr Theatre,Thunder Road,5
Bruce Springsteen,Springsteen On Broadway,6/30/2018,New York,Walter Kerr Theatre,The Promised Land,6
